1997,485.02,21.27
1998,456.24,20.69
1999,523.39,21.22
2000,357.29,20.31
2001,428.92,21.53
2002,398.7,20.45
2003,407.73,19.08
2004,399.56,21.71
2005,375.57,22.31
2006,426.46,19.49
2007,468.89,20.9
2008,480.85,19.32
2009,424.47,22.08
2010,380.86,18.15
2011,461.51,18.07
2012,431.53,18.69
2013,508.38,18.83
2014,512.77,20.81
2015,516.83,17.18
