Country ID,Country Name,PA Category,# PAs,Mean area of PAs,Area of largest PA,Name of largest PA,Year of establ. Of largest PA
47,Chad,ALL,14,11101.27,83511.64,Ouadi-Rimé-Ouadi Achim,1969
47,Chad,II,5,7025.06,19092.16,Manovo-Gounda-Saint Floris,1933
47,Chad,IV,9,13365.83,83511.64,Ouadi-Rimé-Ouadi Achim,1969
48,Chile,ALL,182,2035.31,150456.65,Motu Motiro Hiva,2010
48,Chile,Ia,6,25079.29,150456.65,Motu Motiro Hiva,2010
48,Chile,II,46,2642.51,38922.4,Bernardo O'Higgins,1969
48,Chile,III,16,17.94,117.4,Quebrada Cardones,2010
48,Chile,IV,102,695.49,20254.76,Alacalufes,1988
48,Chile,VI,12,2263.94,15229.4,Los Andes,1980
49,China,ALL,49,3410.46,53464.88,Great Gobi,1975
49,China,Ia,4,13732.09,53464.88,Great Gobi,1975
49,China,Ib,3,8820.12,18314.87,"Gobiin baga /A/, /B/",1996
49,China,II,12,2842.43,6329.81,Altai Tavan range,1996
49,China,IV,11,2143.27,8693.42,Changthang,1987
49,China,V,1,49.76,49.76,Pac Bo,2007
49,China,VI,18,1554.93,7789.78,Annapurna,1992
50,Christmas Island,ALL,1,88.32,88.32,Christmas Island,1989
50,Christmas Island,II,1,88.32,88.32,Christmas Island,1989
52,Cocos Islands,ALL,2,13.09,24.04,Pulu Keeling,1995
52,Cocos Islands,II,2,13.09,24.04,Pulu Keeling,1995
53,Colombia,ALL,613,332.88,27984.95,Serrania De Chiribiquete,1989
53,Colombia,Ia,2,9980.67,11025.75,Puinawai,1989
53,Colombia,II,82,1552.13,27984.95,Serrania De Chiribiquete,1989
53,Colombia,III,2,293.01,579.64,Isla De Salamanca,1985
53,Colombia,IV,13,842.71,9642.19,Malpelo,1995
53,Colombia,V,21,283.71,3056.78,San Rafael de Guasare,1973
53,Colombia,VI,493,79.75,15784.15,Sipapo,1963
55,Cook Islands,ALL,2,991014.74,1982029.07,"Cook Islands Marine Park
",2017
55,Cook Islands,IV,1,0.41,0.41,Tikioki,1998
55,Cook Islands,VI,1,1982029.07,1982029.07,"Cook Islands Marine Park
",2017
56,Costa Rica,ALL,109,135.73,1996.09,Internacional La Amistad,1982
56,Costa Rica,Ia,7,31.56,100.04,Hitoy Cerere,1978
56,Costa Rica,Ib,2,8.29,12.63,Volcán Turrialba,1955
56,Costa Rica,II,21,420.66,1996.09,Internacional La Amistad,1982
56,Costa Rica,III,1,36.04,36.04,Fortaleza la Inmaculada  Concepción de María.,1990
56,Costa Rica,IV,39,52.46,815.63,Barra del Colorado (mixto),1985
56,Costa Rica,VI,39,93.35,616.71,Cordillera Volcánica Central,1975
57,Côte d'Ivoire,ALL,18,1314.69,11756.19,Comoe National Park,1968
57,Côte d'Ivoire,Ia,4,182.15,508.34,Haut Bandama Fauna and floral Reserve,1973
57,Côte d'Ivoire,II,9,2322.44,11756.19,Comoe National Park,1968
57,Côte d'Ivoire,IV,4,372.28,698.91,N'Zo Fauna Reserve,1972
57,Côte d'Ivoire,VI,1,544.66,544.66,Zone d'Intérêt Cynégétique de Nienendougou,2004
58,Croatia,ALL,26,38.56,496.11,Duna-Dráva,1996
58,Croatia,Ia,1,0.0,0.0,Rastišče rakitovca Središče ob Dravi,1992
58,Croatia,Ib,3,0.45,1.1,Rezervat Ormoško jezero,1992
58,Croatia,III,15,0.69,5.05,Jovsi,1995
58,Croatia,IV,1,193.63,193.63,Gornje Podunavlje,1982
58,Croatia,V,5,153.37,496.11,Duna-Dráva,1996
58,Croatia,VI,1,30.44,30.44,Karadjordjevo,1997
59,Cuba,ALL,132,304.32,7243.31,Península de Zapata,2008
59,Cuba,Ia,4,10.72,23.4,Cerro Galano,2001
59,Cuba,II,39,531.56,7243.31,Península de Zapata,2008
59,Cuba,III,14,86.82,901.95,Banco de Buena Esperanza - Managuano,2012
59,Cuba,IV,50,139.63,992.36,Cayo Campos - Cayo Rosario,2012
59,Cuba,V,13,24.61,202.34,Topes de Collantes,2010
59,Cuba,VI,12,906.66,3170.08,Buenavista,2010
60,Curaçao,ALL,1,23.25,23.25,Curacao,1978
60,Curaçao,II,1,23.25,23.25,Curacao,1978
61,Cyprus,ALL,16,12.7,92.17,Troodos,1992
61,Cyprus,Ia,1,33.31,33.31,Tripylos - Mavroi Kremmoi,1984
61,Cyprus,II,14,11.53,92.17,Troodos,1992
61,Cyprus,V,1,8.53,8.53,Athalassa,1990
62,Czech Republic,ALL,2680,8.57,2307.18,"LSG ""Bayerischer Wald""",2001
62,Czech Republic,Ia,12,2.32,6.85,Boubínský prales,1858
62,Czech Republic,Ib,6,14.69,36.58,Modravské slatě,1989
62,Czech Republic,II,7,176.42,685.11,Šumava,1991
62,Czech Republic,III,644,0.43,22.44,Kokořínský důl,1953
62,Czech Republic,IV,1954,0.43,21.61,Údolí Oslavy a Chvojnice,1974
62,Czech Republic,V,57,359.68,2307.18,"LSG ""Bayerischer Wald""",2001
64,Denmark,ALL,1768,3.71,291.66,Thisted Kommune,1992
64,Denmark,Ia,6,3.02,12.22,Skallingen,1938
64,Denmark,Ib,7,21.59,75.84,Lille Vildmose,2007
64,Denmark,II,9,14.93,34.0,Lyngby - Flade Sø,1976
64,Denmark,III,20,4.32,15.2,Kongenshus Mindepark,1953
64,Denmark,IV,302,16.96,291.66,Thisted Kommune,1992
64,Denmark,V,1424,0.74,33.19,Mossø,1975
66,Dominica,ALL,6,28.69,67.33,Morne Trois Pitons,1975
66,Dominica,II,3,35.97,67.33,Morne Trois Pitons,1975
66,Dominica,IV,1,4.98,4.98,Soufriere/Scott's Head,1998
66,Dominica,VI,2,29.64,55.07,Northern,1977
67,Dominican Republic,ALL,140,465.84,35469.2,Santuario de los Bancos de La Plata y La Navidad,2004
67,Dominican Republic,Ia,10,3572.94,35469.2,Santuario de los Bancos de La Plata y La Navidad,2004
67,Dominican Republic,Ib,2,89.48,174.94,Loma Charco Azul,2009
67,Dominican Republic,II,35,406.19,1583.87,Jaragua,1983
67,Dominican Republic,III,30,23.05,105.89,Las Caobas,2004
67,Dominican Republic,IV,27,427.5,7906.88,Arrecifes del Sureste,2009
67,Dominican Republic,V,17,142.21,377.47,Cabeza de Toro,2004
67,Dominican Republic,VI,19,23.21,103.91,Autovia Santo Domingo - Samana - Boulevar del Atlantico,2011
68,Ecuador,ALL,6,1198.54,2497.54,Airo Pai,2012
68,Ecuador,II,3,1489.89,2051.6,Güeppí-Sekime,2012
68,Ecuador,III,1,29.94,29.94,los Manglares de Tumbes,1988
68,Ecuador,VI,2,1345.81,2497.54,Airo Pai,2012
69,Egypt,ALL,25,3474.54,30516.6,Elba,1995
69,Egypt,Ia,5,11.82,35.44,Wadi El Assuti,1989
69,Egypt,II,2,3844.13,6899.82,Wadi El-Gemal - Hamata,2003
69,Egypt,III,2,2928.69,3139.24,White Desert,2002
69,Egypt,IV,4,589.14,1026.82,Har Ha Negev,1989
69,Egypt,V,3,1596.25,4730.62,St. Catherine,1996
69,Egypt,VI,9,7345.95,30516.6,Elba,1995
70,El Salvador,ALL,4,159.38,318.28,Bahía de Chismuyo,2005
70,El Salvador,II,2,48.72,83.36,Montecristo Trifinio,1987
70,El Salvador,IV,1,318.28,318.28,Bahía de Chismuyo,2005
70,El Salvador,VI,1,221.79,221.79,Trifinio,1987
71,Equatorial Guinea,ALL,10,719.18,2627.75,Campo-Ma'an,0
71,Equatorial Guinea,Ib,1,514.17,514.17,Caldera de Luba,2000
71,Equatorial Guinea,II,4,1400.59,2627.75,Campo-Ma'an,0
71,Equatorial Guinea,III,2,196.23,205.84,Piedra Bere,2000
71,Equatorial Guinea,IV,3,227.6,339.27,Rio Campo,2000
72,Eritrea,ALL,3,1978.75,3366.49,Yob,1959
72,Eritrea,IV,3,1978.75,3366.49,Yob,1959
73,Estonia,ALL,3416,6.16,4744.75,Ziemeļvidzemes biosfēras rezervāts,1997
73,Estonia,Ia,28,2.66,19.5,"Alam-Pedja LKA, Peterna loodusreservaat",2007
73,Estonia,Ib,319,5.86,151.54,"Matsalu RP, Väinamere vabavee skv.",2008
73,Estonia,III,1113,0.0,0.28,Estonia mägi (Ees-mägi ja Tagamägi),2006
73,Estonia,IV,527,6.39,773.89,Remdovsky,1985
73,Estonia,V,885,7.55,4744.75,Ziemeļvidzemes biosfēras rezervāts,1997
73,Estonia,VI,544,16.62,1892.18,Kura kurgu hoiuala,2007
74,Ethiopia,ALL,37,5535.87,46126.66,Borana,1973
74,Ethiopia,II,12,2648.56,8451.06,Dinder,1935
74,Ethiopia,IV,8,2942.64,7354.04,Mille-Sardo,1973
74,Ethiopia,VI,17,8794.31,46126.66,Borana,1973
75,Falkland Islands,ALL,31,1.81,10.11,Leicester Falls,0
75,Falkland Islands,Ia,31,1.81,10.11,Leicester Falls,0
77,Fiji,ALL,27,128.18,1352.76,Qoliqoli Cokovata,2018
77,Fiji,Ia,8,17.15,62.81,Nadarivatu/Nadala Forest Reser,1956
77,Fiji,II,9,32.24,204.92,Sovi Basin Protected Area,2006
77,Fiji,IV,2,676.74,1352.76,Qoliqoli Cokovata,2018
77,Fiji,VI,8,210.01,1096.23,Yanuca (Malolo (Mamanuca Group)-Solevu/Yaro),2003
78,Finland,ALL,587,65.09,2930.53,Kaldoaivin erämaa,1991
78,Finland,Ia,21,110.16,783.33,Kostomukshsky,1983
78,Finland,Ib,124,182.25,2930.53,Kaldoaivin erämaa,1991
78,Finland,II,42,251.32,2536.22,Urho Kekkosen kansallispuisto,1983
78,Finland,III,2,0.38,0.53,Hytermän luonnonsuojelualue,1932
78,Finland,IV,381,5.82,1295.69,Girvasskiy,1986
78,Finland,V,4,21.58,82.95,Ráisduottarháldi,1986
78,Finland,VI,13,33.5,99.16,Björköbyn saaristo,2006
79,France,ALL,2970,52.04,24443.79,Santuario per i mammiferi marini,2001
79,France,Ia,48,3.0,25.79,Sylve d'Argenson,2006
79,France,Ib,4,2.24,6.0,Haardt-Hesselbierg-Staebierg (Dudelange-Kayl-Rumelange),1994
79,France,II,9,455.23,924.02,Ecrins,1973
79,France,III,18,3.32,34.71,Massís de l`Albera,1986
79,France,IV,2784,11.73,24443.79,Santuario per i mammiferi marini,2001
79,France,V,106,1108.83,6828.29,Cap Corse et Agriate,2016
79,France,VI,1,56.21,56.21,openbaar bos West-Vlaanderen,1990
80,French Guiana,ALL,34,2474.84,38911.28,Parque Nacional Montanhas Do Tumucumaque,2002
80,French Guiana,Ib,1,1113.19,1113.19,Lucifer Dekou Dekou,1995
80,French Guiana,II,2,29632.6,38911.28,Parque Nacional Montanhas Do Tumucumaque,2002
80,French Guiana,IV,29,131.42,1069.19,Nouragues,1995
80,French Guiana,V,2,9977.61,13686.07,Guyane (parc amazonien) [aire d'adhésion],2007
82,French Southern Territories,ALL,6,119533.14,545381.47,Réserve Naturelle Nationale des Terres australes françaises,2016
82,French Southern Territories,Ia,2,60588.03,120379.58,Réserve Naturelle Nationale des Terres australes françaises,2016
82,French Southern Territories,Ib,1,49.56,49.56,Réserve Naturelle Nationale des Terres australes françaises,2006
82,French Southern Territories,V,1,43762.18,43762.18,Glorieuses,2012
82,French Southern Territories,VI,2,276105.53,545381.47,Réserve Naturelle Nationale des Terres australes françaises,2016
83,Gabon,ALL,7,3415.48,13695.16,Odzala Kokoua,2005
83,Gabon,II,2,9431.86,13695.16,Odzala Kokoua,2005
83,Gabon,IV,5,1008.93,2787.92,Ngove-Ndogo,1966
84,Gambia,ALL,8,56.9,204.59,Baobolon Wetland Reserve,1996
84,Gambia,II,4,4.98,9.57,River Gambia,1976
84,Gambia,VI,4,108.81,204.59,Baobolon Wetland Reserve,1996
85,Georgia,ALL,86,155.58,1221.93,Sochinsky,1983
85,Georgia,Ia,19,225.8,860.73,Teberdinsky,1936
85,Georgia,II,15,426.27,1221.93,Sochinsky,1983
85,Georgia,III,28,1.05,6.7,Dashbashi Canyon,2013
85,Georgia,IV,22,105.64,833.6,Ingushsky,1971
85,Georgia,V,2,171.03,315.61,Tusheti,2003
86,Germany,ALL,17053,7.87,4395.37,Schlesw.-Holst. Wattenmeer,1985
86,Germany,Ia,1,2.11,2.11,Lutzelhardt-Adelsberg,2000
86,Germany,Ib,1,36.58,36.58,Modravské slatě,1989
86,Germany,II,21,551.85,4395.37,Schlesw.-Holst. Wattenmeer,1985
86,Germany,III,3,7.98,21.14,Královský hvozd,1991
86,Germany,IV,8358,2.36,2712.43,Waddenzee,2009
86,Germany,V,8669,11.85,2307.18,"LSG ""Bayerischer Wald""",2001
87,Ghana,ALL,17,829.62,4522.28,Mole,1971
87,Ghana,Ia,1,338.39,338.39,Kogyae,1971
87,Ghana,II,7,1768.4,4522.28,Mole,1971
87,Ghana,IV,4,88.93,153.13,Boabeng-Fiema,1974
87,Ghana,VI,5,206.14,543.76,Gbele,1975
89,Greece,ALL,784,44.29,2306.48,Ethniko Thalassio Parko Alonnisou Voreion Sporadon,1992
89,Greece,Ia,12,22.76,161.83,Zones A1 kai A6 periochis A Ethnikou Thalassiou Parkou Alonnisou Voreion Sporadon,1992
89,Greece,II,28,54.1,277.77,Prespa,1999
89,Greece,III,34,21.42,188.7,Prespansko Ezero,1977
89,Greece,IV,626,18.15,203.84,Potamou Nestou,2005
89,Greece,V,6,258.21,930.92,Ethniko Parko Anatolikis Makedonias kai Thrakis,2008
89,Greece,VI,78,247.4,2306.48,Ethniko Thalassio Parko Alonnisou Voreion Sporadon,1992
90,Greenland,ALL,12,81251.97,961673.22,Nationalparken i Nord- og Østgrønland,1974
90,Greenland,Ib,7,1814.18,7957.93,Melville Bay,1977
90,Greenland,II,1,961673.22,961673.22,Nationalparken i Nord- og Østgrønland,1974
90,Greenland,III,3,193.96,574.56,Ivittuut and Kangilinnguit,2010
90,Greenland,IV,1,69.28,69.28,Kitsissunnguit/Grønne Ejland,2008
91,Grenada,ALL,10,5.45,17.37,Grand Etang,1910
91,Grenada,II,7,5.36,17.37,Grand Etang,1910
91,Grenada,V,1,13.47,13.47,Grand Anse,2018
91,Grenada,VI,2,1.79,2.43,Annandale,0
92,Guadeloupe,ALL,79,32.95,2136.76,Guadeloupe [aire d'adhésion],1989
92,Guadeloupe,II,1,221.94,221.94,Guadeloupe,1989
92,Guadeloupe,III,1,146.66,146.66,Etangs des Salines,1998
92,Guadeloupe,IV,76,1.29,12.89,Mangrove de Vieux Bourg  A Petit Canal,2003
92,Guadeloupe,V,1,2136.76,2136.76,Guadeloupe [aire d'adhésion],1989
93,Guam,ALL,5,31.84,133.59,Guam,1993
93,Guam,IV,1,133.59,133.59,Guam,1993
93,Guam,V,4,6.41,11.61,Bolanos,0
94,Guatemala,ALL,317,94.62,4765.42,Calakmul,1989
94,Guatemala,Ia,23,500.74,2908.89,Laguna del Tigre,1990
94,Guatemala,II,16,177.36,1073.32,Chiquibul,1991
94,Guatemala,III,17,309.79,1527.97,Punta de Manabique,2005
94,Guatemala,IV,72,21.72,1053.46,Rio Bravo Conservation & Management Area,1988
94,Guatemala,V,179,3.54,25.11,Concepción,2006
94,Guatemala,VI,10,817.55,4765.42,Calakmul,1989
96,Guinea,ALL,9,1224.33,8283.42,Niokolo Koba,1954
96,Guinea,Ia,2,96.91,146.57,Mount Nimba,1944
96,Guinea,II,5,2013.68,8283.42,Niokolo Koba,1954
96,Guinea,IV,1,581.82,581.82,Réserve totale de faune de Djangoumerila,2012
96,Guinea,VI,1,175.0,175.0,Zone d'Intérêt Cynégétique de Faragama,2011
97,Guinea-Bissau,ALL,2,1030.71,1568.48,Orango,2000
97,Guinea-Bissau,II,2,1030.71,1568.48,Orango,2000
98,Guyana,ALL,10,16694.97,53630.69,Imataca,1961
98,Guyana,Ia,1,42320.73,42320.73,Estação Ecológica Do Grão Pará,2006
98,Guyana,II,2,894.79,1175.27,Parque Nacional Do Monte Roraima,1989
98,Guyana,III,1,51352.0,51352.0,Formaciones de Tepuyes,1991
98,Guyana,VI,6,11914.56,53630.69,Imataca,1961
99,Haiti,ALL,12,278.58,1156.21,Sierra de Bahoruco,1983
99,Haiti,Ib,1,174.94,174.94,Loma Charco Azul,2009
99,Haiti,II,5,530.31,1156.21,Sierra de Bahoruco,1983
99,Haiti,III,3,55.31,105.89,Las Caobas,2004
99,Haiti,IV,1,31.24,31.24,Laguna Saladilla,2004
99,Haiti,V,2,159.65,293.93,Lac de Peligre,1968
100,Heard Island and McDonald Islands,ALL,1,70844.67,70844.67,Heard Island and McDonald Islands,2002
100,Heard Island and McDonald Islands,Ia,1,70844.67,70844.67,Heard Island and McDonald Islands,2002
101,Honduras,ALL,40,969.72,8887.97,Cayos Miskitos y Franja Costera Inmediata,1991
101,Honduras,Ia,1,8887.97,8887.97,Cayos Miskitos y Franja Costera Inmediata,1991
101,Honduras,II,21,872.95,8367.36,Río Plátano,0
101,Honduras,III,7,401.93,1527.97,Punta de Manabique,2005
101,Honduras,IV,9,186.36,624.42,Estero Real,1983
101,Honduras,VI,2,3538.97,6856.15,Bosawas,1991
102,Hong Kong,ALL,10,15.54,54.54,Tai Lam,1979
102,Hong Kong,V,10,15.54,54.54,Tai Lam,1979
103,Hungary,ALL,335,35.71,811.15,Hortobágyi,1973
103,Hungary,Ia,5,0.41,0.72,Velky Milic,1967
103,Hungary,II,7,373.73,811.15,Hortobágyi,1973
103,Hungary,III,88,0.01,0.12,Egri Cakó-ő kaptárkövei,2014
103,Hungary,IV,164,6.59,505.53,Neusiedler See und Umgebung,1980
103,Hungary,V,71,116.36,606.49,Duna-Ipoly,1997
104,Iceland,ALL,108,191.77,13891.52,Vatnajokulsthjodgardur,2008
104,Iceland,Ib,2,471.18,586.19,Hornstrandir,1985
104,Iceland,II,5,2915.91,13891.52,Vatnajokulsthjodgardur,2008
104,Iceland,III,41,2.45,34.21,Gervigar i Alftaveri,1975
104,Iceland,IV,18,40.6,396.52,Gudlaugstungur,2005
104,Iceland,V,29,142.1,2831.09,Breidafjordur,1995
104,Iceland,VI,13,18.24,198.36,Vatnsfjordur,1975
105,India,ALL,334,572.06,13647.36,Kachchh Desert,1986
105,India,Ia,1,613.03,613.03,Torsa,1993
105,India,Ib,1,377.48,377.48,Gulf Of Mannar,1989
105,India,II,64,669.67,4331.66,Hkakaborazi N.P,1996
105,India,IV,262,540.96,13647.36,Kachchh Desert,1986
105,India,VI,6,914.66,2044.92,Kanchanjunga,1998
106,Indonesia,ALL,573,668.3,33764.85,KKPN LAUT SAWU,2009
106,Indonesia,Ia,153,274.25,4782.99,Pegunungan Tamrau Selatan,0
106,Indonesia,Ib,3,743.91,2105.42,Kepulauan Karimata,1985
106,Indonesia,II,56,3552.13,33764.85,KKPN LAUT SAWU,2009
106,Indonesia,III,66,48.28,2148.72,Morowali,0
106,Indonesia,IV,75,365.32,3580.39,Tamrau Utara,0
106,Indonesia,V,116,60.13,731.88,Teluk Lasolo,0
106,Indonesia,VI,104,983.28,12713.9,"KKPN KEPULAUAN ANAMBAS DAN LAUT SEKITARNYA
",2014
107,Iran,ALL,113,999.92,15425.31,Naybandan,2001
107,Iran,Ia,4,1117.21,2663.26,Hazar,1932
107,Iran,II,17,938.04,4440.35,Kavir,1982
107,Iran,III,2,16.2,29.86,Damavand Gholeh-e-,2002
107,Iran,IV,37,1099.75,15425.31,Naybandan,2001
107,Iran,V,53,978.34,14964.02,Touran,1976
108,Iraq,ALL,4,950.24,1400.77,Central Marshes,2013
108,Iraq,II,1,1400.77,1400.77,Central Marshes,2013
108,Iraq,IV,2,1081.18,1151.09,Barzan Area and Gali Balnda,2003
108,Iraq,V,1,237.84,237.84,Bozin and Marakhil,2000
109,Ireland,ALL,185,8.29,578.16,Mourne AONB,1986
109,Ireland,IV,183,4.38,47.14,Western Mournes and Kilfeaghan Upper,2014
109,Ireland,V,2,365.54,578.16,Mourne AONB,1986
110,Isle of Man,ALL,30,1.06,10.79,Greeba Mountain and Central Hills,2008
110,Isle of Man,IV,30,1.06,10.79,Greeba Mountain and Central Hills,2008
111,Israel,ALL,98,28.51,1026.82,Har Ha Negev,1989
111,Israel,II,1,31.63,31.63,Mount Caramel,1971
111,Israel,IV,97,28.48,1026.82,Har Ha Negev,1989
112,Italy,ALL,921,73.0,24443.79,Santuario per i mammiferi marini,2001
112,Italy,Ia,117,6.81,170.26,Schweizerischer Nationalpark,1914
112,Italy,II,29,671.55,1824.4,Parco nazionale del Pollino,1988
112,Italy,III,67,1.06,14.68,Monumento naturale Lago di Fondi,2006
112,Italy,IV,516,76.52,24443.79,Santuario per i mammiferi marini,2001
112,Italy,V,192,38.55,938.36,Mercantour [aire d'adhésion],1979
113,Jamaica,ALL,126,24.94,1983.75,Portland Bight,1999
113,Jamaica,IV,8,6.73,16.39,Galleon Harbour,2009
113,Jamaica,V,1,1983.75,1983.75,Portland Bight,1999
113,Jamaica,VI,117,9.45,458.54,Blue Mountain Forest Reserve,1950
114,Japan,ALL,4796,48.79,48673.78,Common fishery right area(Hokkaido),2013
114,Japan,Ia,6,9.39,19.2,Onnebetsudake,1980
114,Japan,Ib,40,169.52,1437.4,Hidaka Mountain Range,1995
114,Japan,II,22,911.4,2267.79,Daisetsuzan,1934
114,Japan,IV,3739,9.84,1106.61,Kita alps,1984
114,Japan,V,920,67.24,9065.75,Setonaikai,1934
114,Japan,VI,69,1571.3,48673.78,Common fishery right area(Hokkaido),2013
115,Jersey,ALL,19,0.25,1.3,Les Blanches Banques,1996
115,Jersey,V,19,0.25,1.3,Les Blanches Banques,1996
116,Jordan,ALL,9,1439.31,12324.89,At-Tubayq,1989
116,Jordan,II,2,250.93,292.45,Dana Biosphere Reserve,1989
116,Jordan,IV,6,21.17,61.12,Fifa Nature Reserve,2016
116,Jordan,VI,1,12324.89,12324.89,At-Tubayq,1989
117,Kazakhstan,ALL,44,1443.7,6336.95,Ugam-Chatkal,1990
117,Kazakhstan,Ia,11,982.81,2504.44,Kurgal'dzhinskiy,1968
117,Kazakhstan,II,4,3116.28,6336.95,Ugam-Chatkal,1990
117,Kazakhstan,IV,27,1385.68,4117.89,Verkhnekoksyiskiy,1981
117,Kazakhstan,VI,2,1416.8,2555.73,Ukok,1994
118,Kenya,ALL,57,1922.6,46126.66,Borana,1973
118,Kenya,II,36,1343.74,13511.88,Tsavo East,1948
118,Kenya,III,1,1768.92,1768.92,Matheniko,1964
118,Kenya,IV,3,1149.1,3441.75,Mkomazi National Park,1951
118,Kenya,VI,17,3293.98,46126.66,Borana,1973
120,Kosovo,ALL,3,569.99,871.44,Liqeni I Ulzes,2013
120,Kosovo,Ia,1,102.76,102.76,Lumi i Gashit,1996
120,Kosovo,II,1,735.79,735.79,Mavrovo,1949
120,Kosovo,IV,1,871.44,871.44,Liqeni I Ulzes,2013
121,Kuwait,ALL,12,259.63,1011.27,Demilitarized Zone Natural Reserve,2011
121,Kuwait,II,1,325.82,325.82,Sabah Al-Ahmad Natural Reserve,1988
121,Kuwait,IV,8,218.67,1011.27,Demilitarized Zone Natural Reserve,2011
121,Kuwait,V,3,346.77,522.89,Wadi Al-Batin Natural Reserve,2011
122,Kyrgyzstan,ALL,32,1437.11,23357.75,Таджикский Национальный парк,1999
122,Kyrgyzstan,Ia,7,1331.2,6315.43,Issyk-Kul,1948
122,Kyrgyzstan,II,9,3716.88,23357.75,Таджикский Национальный парк,1999
122,Kyrgyzstan,IV,16,201.08,527.96,Chandalash,1975
123,Laos,ALL,37,1340.45,3594.86,Nakai - Nam Theun,1993
123,Laos,Ia,1,411.54,411.54,Boon Trik - Yod Mon,2009
123,Laos,II,12,1035.06,3399.22,Virachey,1993
123,Laos,IV,3,859.83,1912.98,Preah Vihear,1999
123,Laos,VI,21,1627.86,3594.86,Nakai - Nam Theun,1993
124,Latvia,ALL,755,26.09,4744.75,Ziemeļvidzemes biosfēras rezervāts,1997
124,Latvia,Ib,6,42.0,197.31,Teiču dabas rezervāts,1982
124,Latvia,II,47,97.39,915.98,Gaujas nacionālais parks,1973
124,Latvia,III,355,0.15,5.75,Kaltenes kalvas,1962
124,Latvia,IV,317,25.43,1719.25,Irbes šaurums,2010
124,Latvia,V,19,342.09,4744.75,Ziemeļvidzemes biosfēras rezervāts,1997
124,Latvia,VI,11,23.19,176.44,Birzu girios biosferos poligonas,2004
125,Lebanon,ALL,4,0.74,1.7,Rosh HaNigra,1969
125,Lebanon,IV,4,0.74,1.7,Rosh HaNigra,1969
126,Lesotho,ALL,1,69.75,69.75,Sehlabathebe,1970
126,Lesotho,IV,1,69.75,69.75,Sehlabathebe,1970
127,Liberia,ALL,2,96.91,146.57,Mount Nimba,1944
127,Liberia,Ia,2,96.91,146.57,Mount Nimba,1944
128,Libya,ALL,2,53530.02,99331.43,Parc Culturel du Tassili (Illizi),1972
128,Libya,II,1,99331.43,99331.43,Parc Culturel du Tassili (Illizi),1972
128,Libya,VI,1,7728.61,7728.61,Siwa,2002
129,Liechtenstein,ALL,49,0.88,10.74,Nenzinger Himmel,1958
129,Liechtenstein,Ia,11,0.24,0.91,Ruggeller Riet,1991
129,Liechtenstein,Ib,9,1.42,9.22,Garsaelli,2001
129,Liechtenstein,IV,27,1.01,10.74,Nenzinger Himmel,1958
129,Liechtenstein,V,2,0.38,0.64,"Periol, Bofel, Neufeld, Undera Forst",2013
130,Lithuania,ALL,491,23.58,583.53,Dzukijos nacionalinis parkas,1991
130,Lithuania,Ia,6,61.66,184.57,Zuvinto biosferos rezervatas,2002
130,Lithuania,II,6,275.04,583.53,Dzukijos nacionalinis parkas,1991
130,Lithuania,III,1,19.89,19.89,Ozero Vishtynetskoe,1974
130,Lithuania,IV,416,5.45,296.7,Vishtynetskiy,1994
130,Lithuania,V,33,143.21,551.93,Labanoro regioninis parkas,1992
130,Lithuania,VI,29,87.74,310.53,Kursiu marios Biosphere Polygon,2009
131,Luxembourg,ALL,134,31.63,804.5,PN de la Haute-Sure et de la Foret d'Anlier,2001
131,Luxembourg,Ib,49,1.36,15.01,Bruch - Pont Misère,2014
131,Luxembourg,II,2,234.38,305.74,Parc Naturel de l'Our,1965
131,Luxembourg,IV,77,13.79,168.78,Vallée de la Haute-Sûre,2003
131,Luxembourg,V,5,528.3,804.5,PN de la Haute-Sure et de la Foret d'Anlier,2001
131,Luxembourg,VI,1,0.11,0.11,Attert,1981
133,Macedonia,ALL,84,51.44,871.44,Liqeni I Ulzes,2013
133,Macedonia,Ia,2,39.02,77.81,Tikvesh,1997
133,Macedonia,II,5,353.73,735.79,Mavrovo,1949
133,Macedonia,III,57,13.81,247.6,Ohridsko Ezero,1977
133,Macedonia,IV,16,68.29,871.44,Liqeni I Ulzes,2013
133,Macedonia,V,2,13.73,26.37,Dolina Pcinje,1996
133,Macedonia,VI,2,283.46,324.13,Ethniko Parko limnon Mikris kai Megalis Prespas,2009
134,Madagascar,ALL,69,478.24,7266.08,Le Lac Alaotra: les zones humides et basin,2003
134,Madagascar,Ia,3,454.44,838.81,Tsingy de Bemaraha,1927
134,Madagascar,II,27,489.63,2107.07,Masoala,1997
134,Madagascar,IV,21,169.88,422.87,Analamerana,1956
134,Madagascar,V,15,931.63,7266.08,Le Lac Alaotra: les zones humides et basin,2003
134,Madagascar,VI,3,291.14,445.18,Soariake,2008
135,Malawi,ALL,10,2535.71,14514.76,Musalangu,1971
135,Malawi,II,5,1400.75,3113.57,Nyika National Park,1965
135,Malawi,IV,4,959.64,1796.09,Nkhotakota Wildlife Reserve,1954
135,Malawi,VI,1,14514.76,14514.76,Musalangu,1971
136,Malaysia,ALL,164,290.41,12808.37,Kayan Mentarang,0
136,Malaysia,Ia,97,53.52,633.99,Maliau Basin,1983
136,Malaysia,II,44,783.03,12808.37,Kayan Mentarang,0
136,Malaysia,III,1,0.46,0.46,Wang Pinanag,1984
136,Malaysia,IV,14,472.72,2431.97,Turtle Islands,1999
